label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,8_post,8_pre,9_post,9_pre,10_post,10_pre,11_post,12_post,12_pre,13_post,13_pre,14_post,14_pre,15_post,15_pre,16_post,16_pre,17_post,17_pre,19_post,19_pre,20_post,20_pre,21_post,21_pre,22_post,22_pre,23_post,23_pre,24_post,24_pre,25_post,25_pre,26_post,26_pre,27_post,27_pre,28_post,28_pre,29_post,29_pre,30_post,30_pre,31_post,31_pre,32_post,32_pre,33_post,33_pre,blank1,blank2,blank3,blank4,gen_02_post,gen_02_pre,gen_02_pre_241103200910,gen_03_post,gen_03_pre,gen_04_post,gen_04_pre,gen_05_post,gen_05_pre,gen_06_post,gen_06_pre,gen_07_post,gen_07_pre
g,177,177,61,203.056641,13.101,0.837812,[M-H]-,,2-O-Ethyl ascorbic acid isomer,2-O-Ethyl ascorbic acid isomer,C8H12O6,0.234,2.630099,203.056641,12027787.00,4259922.50,1564444.88,1561786.00,2171781.00,876747.81,569101.50,1007859.50,689307.25,588620.31,648531.31,1517052.62,8525279.00,1035250.94,806620.06,1316844.50,2183121.00,120023.12,426874.91,2001306.50,1812913.00,739390.19,256303.81,527782.44,1818307.38,1638658.12,4210342.00,233534.77,1043922.56,450778.28,1313877.62,3125626.75,3291235.75,1829996.62,2357960.75,653646.19,523966.03,258997.67,580796.19,1595071.00,2384946.75,2412446.75,1512062.62,3639001.75,2638817.75,58736.58,240977.86,3772858.00,889042.50,20430.45,16355.62,20628.16,25968.88,2361891.25,329505.88,414584.84,1946932.62,5118966.00,3474791.25,1552309.62,618679.75,2053377.62,6080612.00,838680.94,12386523.00,1599806.12
g,178,178,57,203.067642,13.186,0.852008,[M-H]-,,gamma-D-Glutamylglycine,gamma-D-Glutamylglycine,C7H12N2O5,0.508,1.427689,203.067642,7824387.50,4757252.50,4038500.00,1837831.88,3279823.00,776106.81,263732.47,86014.40,106855.59,49480.78,27213.51,1502782.38,3510535.00,876331.00,222090.38,3194064.25,1663172.38,20990.21,59655.39,971213.75,194198.92,15303.93,26582.68,319629.81,802865.19,1325194.75,383639.59,389577.09,155502.45,491969.88,337182.59,2487656.25,991354.50,540573.44,244719.12,20932.50,39602.20,30011.16,192348.23,3776950.00,1013523.50,137205.48,106308.32,4176261.25,328426.38,41851.14,52076.00,455780.91,326751.09,1291.96,0.00,1524.23,20826.72,2664773.00,195288.38,158349.64,1245304.38,3188887.25,3319788.25,739950.50,478897.28,2293368.00,4294490.00,1838063.62,2262157.75,271720.88
g,180,180,45,203.083023,8.829,0.852579,[M-H]-,,tryptophan,tryptophan,C11H12N2O2,0.054,2.103805,203.083023,8771143.00,12028809.00,3140014.00,978480.81,24807594.00,1251222.62,28927.11,2211.52,20388.80,0.00,1428.67,13868756.00,21432546.00,1149252.12,158645.17,19063706.00,1491226.88,0.00,3409.86,10140735.00,29544.84,0.00,0.00,30360.34,1213567.38,2800453.75,163815.97,1745499.12,8965.43,636362.06,42040.21,3186369.25,81747.28,100053.93,9149.08,0.00,1607.93,0.00,16431.71,44491.14,28166.84,85702.64,0.00,7317536.50,7484.96,0.00,0.00,265342.66,2679.05,0.00,0.00,0.00,0.00,5268744.50,1415.93,3346.57,11134601.00,10488239.00,1515307.50,22332.23,58946.58,8329900.00,30775256.00,1608183.62,29973160.00,480225.84
g,195,195,62,193.050888,10.332,0.851114,[M-H]-,,Hydroxy-methoxycinnamic acid,Hydroxy-methoxycinnamic acid,C10H10O4,-1.000,1.343686,193.050888,674357.00,86207.44,307578.28,273829.53,1120067.38,2379749.00,234973.19,173671.62,157473.39,108099.46,73086.22,267338.56,401471.00,477674.84,38320.39,214599.08,3171133.75,12916.21,179528.58,370419.66,57422.96,108690.04,16615.50,126242.28,207633.61,485761.16,124460.00,183391.50,888961.19,334466.81,115295.69,72450.29,74361.27,213964.83,306476.09,113034.79,174519.27,94991.88,96468.60,580213.06,177898.19,187093.02,400329.22,679257.06,264723.91,15937.05,44293.20,207254.50,41222.39,9976.04,6648.19,5831.69,9614.67,2065713.12,201350.27,245648.83,88046.06,353777.91,490965.62,276482.53,242374.95,76636.53,2055387.12,992915.81,4864503.00,1121640.38
g,203,203,7,199.170822,2.996,0.660309,[M-H]-,,Laurate,Laurate,C12H24O2,0.396,2.374964,199.170822,119343424.00,656437056.00,65357516.00,102842248.00,73169752.00,134807856.00,37773476.00,29732042.00,16176024.00,14346744.00,21255680.00,131007032.00,141024016.00,109684256.00,122294552.00,95200352.00,154402160.00,27958998.00,28114864.00,353177376.00,209223808.00,34262196.00,143624704.00,30434040.00,102180936.00,111807944.00,129540360.00,116694376.00,157488592.00,76854912.00,181607984.00,113331648.00,43457384.00,102353856.00,31561970.00,19859230.00,25794336.00,26705974.00,27502152.00,46432192.00,111620800.00,34165764.00,31207184.00,134264400.00,170174032.00,18079334.00,15871059.00,41118876.00,60768652.00,1731495.88,2028690.50,2208996.00,2389390.50,90868248.00,214500912.00,72153536.00,80207864.00,407779680.00,121712896.00,66110644.00,172785328.00,262500048.00,893630912.00,135630000.00,34654468.00,238980976.00
g,222,222,60,261.125031,7.456,0.850318,[M-H]-,,L-phenylalanyl-L-proline,L-phenylalanyl-L-proline,C14H18N2O3,0.155,2.103657,261.125031,3955063.00,526344.69,3357095.75,1167244.38,6221479.50,882326.50,571830.69,54778.37,279712.75,38960.21,12336.36,2905145.75,11368249.00,1252462.62,1010661.25,3946524.75,3693354.00,2521.81,126420.74,3980020.00,188711.69,20125.64,35191.34,362293.84,956887.75,3467145.25,515418.28,1681962.00,146382.62,957968.44,525370.94,2653854.00,1649851.12,1272811.38,529132.56,8371.50,24692.73,23152.63,549065.94,1832586.62,323819.38,50124.81,84045.87,3890100.75,147588.50,1243.37,66943.55,626579.31,223297.23,0.00,0.00,0.00,0.00,4830825.00,420430.09,412145.12,1520482.88,1373178.88,2976203.25,1267025.62,1171163.88,2528436.25,2890127.00,1936421.50,3595159.25,509664.78
g,231,231,58,266.089844,7.591,0.840416,[M-H]-,,adenosine,adenosine,C10H13N5O4,0.056,1.376270,266.089844,133578.59,228184.05,169344.95,466847.75,269732.25,464815.62,234792.83,172710.02,918848.31,157239.20,103436.30,449988.09,42896.03,37390.93,206273.38,1174137.00,93578.69,38323.54,361869.75,15061.91,542775.00,75497.30,555340.75,303287.72,714045.50,298832.78,1558586.62,641662.94,448081.75,234883.05,647401.06,694858.25,188284.12,618969.94,634255.81,50542.92,217367.95,137464.45,181967.25,159280.05,402949.38,244226.08,292378.47,1167181.00,232428.69,8251.53,88508.01,181547.45,186564.58,0.00,0.00,0.00,1013.76,203723.20,230653.42,247720.64,266122.72,314676.72,92717.99,388134.59,712192.81,1391679.50,163233.05,536735.81,61683.92,107060.26
g,235,235,59,267.073792,8.491,0.832286,[M-H]-,,inosine,inosine,C10H12N4O5,0.061,1.142666,267.073792,12638637.00,5802191.50,746985.81,161629.25,123516.27,1668312.38,564264.94,438889.72,764411.75,222088.70,21043.77,3470541.25,9381344.00,898688.00,339888.28,1842468.00,162800.12,38187.07,358490.28,886520.81,412600.62,19547.03,229384.55,1956274.38,921919.94,1782653.00,1460017.12,1961634.12,1813745.38,2738107.25,610678.56,2895603.00,102083.00,412371.47,696606.56,44336.44,59541.00,153582.38,203763.27,109365.72,217988.20,444065.41,81307.00,4509030.50,70304.74,5698.73,154282.14,2021907.12,70754.00,6356.44,9311.90,8067.15,5754.89,650856.19,291497.03,254329.55,523231.41,437759.38,1473852.38,57983.51,951360.69,17073494.00,1214273.75,2978122.75,3494776.25,342875.75
g,238,238,53,267.233368,3.032,0.849275,[M-H]-,,C17:1,C17:1,C17H32O2,0.571,1.598778,267.233368,12993703.00,31916186.00,627219.38,2478590.00,8064349.50,3014426.75,703684.31,1301588.12,2475210.75,453571.66,1030373.25,2745156.75,19573994.00,2030200.00,1428066.38,1546477.12,1253457.00,10457.40,157397.58,11578161.00,1374115.62,88173.04,293584.66,649879.94,971503.31,1190576.12,1071953.12,1172209.12,579127.81,1180990.62,978818.19,1661853.12,2081052.12,837051.31,3983098.25,214761.02,406093.47,36586.23,186278.94,423938.22,371275.47,733126.56,301944.31,2627948.75,1073067.88,129750.66,275144.41,104826.20,284593.16,115047.35,92477.84,48682.61,18939.67,1731321.00,5381745.00,2354870.25,47298956.00,12594900.00,1192827.12,825697.50,1779364.00,5789840.00,8844637.00,3670193.25,24403898.00,2978399.75
g,245,245,58,269.249542,2.969,0.857198,[M-H]-,,C17:0,C17:0,C17H34O2,0.499,3.513649,269.249542,21397776.00,23786230.00,521662.59,7191416.00,6380917.50,7489536.50,732560.06,3442351.00,2545992.00,960745.25,1066639.12,8400948.00,18003722.00,4499943.00,3561204.00,8835136.00,5233558.50,73177.10,364266.16,39500768.00,2101617.25,637524.69,1782330.12,1209358.50,3568150.25,1717771.50,1470537.00,3546620.75,1797471.38,4059618.00,1831662.50,12622580.00,3821126.00,1900503.88,1320599.38,2333828.00,898973.25,440499.75,266787.75,717410.31,1281551.50,2159207.50,974889.81,6550216.50,2030096.62,168283.61,2795959.25,1367743.38,749670.25,490694.09,581875.06,662837.56,495243.09,13367324.00,10260245.00,5766709.50,45649856.00,25288064.00,3591018.00,1376981.12,5143263.50,4451516.50,7371316.50,4951932.50,31688262.00,7498632.00
g,247,247,58,256.192200,3.045,0.855688,[M-H]-,,N-Lauroylglycine isomer,N-Lauroylglycine isomer,C14H27NO3,0.325,1.548561,256.192200,4273842.50,3342599.75,1673978.00,2187418.50,2285536.25,3441056.75,1231430.50,1220261.62,1032027.50,872397.50,1047933.31,2915296.75,2965420.75,2625768.25,2823325.75,2785301.50,4586917.50,995466.44,894628.69,7089822.50,2263439.25,1034626.81,3458657.00,1011827.00,2923222.25,3040109.25,3696142.25,2749445.75,5240514.00,2318438.75,2488852.75,2733805.25,1052057.88,2218733.50,1078336.12,1002088.19,1088286.12,1286920.00,986792.31,1315235.00,1874454.62,1226603.62,1052954.12,3911170.00,3338674.00,1103887.62,844246.81,1560841.38,1901632.12,2005.27,1929.56,6761.33,9141.62,2144079.00,4081486.00,1525747.12,1692211.38,4368186.50,2895610.75,1829733.12,3939135.00,4349578.50,2290350.25,5002463.50,835389.44,3042889.75
g,248,248,59,256.192291,4.142,0.838495,[M-H]-,,N-Lauroylglycine,N-Lauroylglycine,C14H27NO3,0.037,1.905921,256.192291,7323598.50,1885496.12,9880452.00,16559000.00,10622539.00,12809173.00,19536034.00,16487349.00,14937388.00,18522046.00,17788814.00,7721640.00,2922446.75,15905747.00,15183372.00,12377741.00,15729911.00,18876978.00,16718771.00,16347512.00,13773007.00,16103245.00,9718656.00,16918642.00,13321195.00,15522161.00,16152592.00,16099048.00,14217520.00,16200837.00,17577402.00,15334356.00,19400650.00,15442529.00,19444922.00,21002160.00,22049818.00,20068152.00,17750918.00,14246644.00,17273738.00,18462846.00,21033446.00,14100727.00,19896886.00,18834558.00,18599564.00,17154800.00,18888926.00,0.00,0.00,8128.74,3918.09,16699779.00,9168805.00,4266084.00,429603.16,6158522.00,17726490.00,18082664.00,10012801.00,6980156.00,3804711.00,15489297.00,1114881.38,14014913.00
g,255,255,55,257.176544,7.232,0.853682,[M-H]-,,Tetradecanedioic acid,Tetradecanedioic acid,C14H26O4,0.671,2.729278,257.176544,1166898.62,1434553.12,425827.50,784418.81,486753.22,1480825.12,868435.69,961257.31,983457.00,273433.91,25377.31,4179058.00,3052213.25,853341.00,188160.70,2987175.75,64009.87,129116.91,312302.59,2470914.75,594568.25,182916.08,524712.19,994554.25,818359.06,2551521.75,861142.50,1320170.75,588007.44,1566545.50,6357101.50,1065267.00,310060.47,1021647.31,776458.25,33643.30,77140.35,322098.62,257470.58,62263.14,91212.32,1146682.12,60434.20,4690374.50,263210.34,23654.40,105123.77,839669.19,135313.36,14570.33,13095.19,14203.99,11361.43,402552.78,76459.27,96804.54,1904419.62,1869249.38,2152567.00,216789.12,969674.19,1915249.38,2947723.75,806060.69,2386925.75,66775.71
g,270,270,26,260.114410,11.610,0.829251,[M-H]-,,O-succinylcarnitine,O-succinylcarnitine,C11H19NO6,1.838,1.759858,260.114410,155045.20,759160.75,130576.95,464746.25,4521.70,123410.12,18017.22,34023.44,213887.86,15331.95,77269.66,25143.33,31361.20,21328.15,37756.25,172591.52,258555.44,1662.51,1837.87,28645.00,20371.12,4143.90,8138.19,10197.67,806512.25,2996.04,129242.27,2622.04,11266.59,3891.48,22253.78,147499.17,808071.44,40013.19,205314.30,5276.36,54074.91,2386.41,1766.87,84477.91,88166.16,18665.81,102714.06,89569.94,465236.91,2323.46,1721.10,10172.56,229870.48,0.00,0.00,0.00,0.00,60760.78,20050.01,36286.34,14269.11,601367.38,33928.27,92082.43,17940.13,182079.75,29596.61,190808.64,14746.30,8762.57
g,278,278,60,282.084991,9.679,0.852302,[M-H]-,,Guanosine,Guanosine,C10H13N5O5,0.046,2.163720,282.084991,686928.19,858950.50,1134811.38,643903.56,664167.50,3152100.00,320465.78,173240.02,867106.75,51505.05,18943.77,5449631.50,1694008.62,1004044.56,61298.98,6218683.50,426623.91,13167.64,77169.43,1593294.62,280615.00,12134.92,143494.22,584417.56,1668818.88,1182253.38,1110619.38,3019183.75,525120.94,2419514.25,432316.72,4247514.50,393304.34,849281.25,579525.31,16214.33,49473.84,23978.77,107243.25,331840.38,256923.02,288589.97,140303.98,7457310.00,87501.48,0.00,41147.77,1774733.62,44324.84,0.00,0.00,0.00,0.00,1036891.81,180342.42,239921.11,1079369.38,1301642.00,1230097.38,376586.53,2329784.25,11567016.00,1389683.88,2348249.25,263347.22,266070.78
g,281,281,14,283.264801,2.851,0.761007,[M-H]-,,C18:0,C18:0,C18H36O2,0.406,1.939237,283.264801,79322216.00,345701632.00,2031803.50,42300084.00,63340740.00,56370212.00,3395378.25,7543412.00,14071111.00,6538013.50,26026418.00,30968442.00,114020520.00,8292892.50,33496474.00,31917738.00,252971536.00,1102013.38,5959214.50,53140896.00,105033312.00,11469488.00,46127148.00,4399201.00,30573962.00,3578874.25,16406239.00,7551996.50,107201544.00,7019624.00,20499086.00,17169322.00,34713108.00,10202380.00,36445580.00,5114944.50,28587144.00,4114741.00,20931126.00,17019350.00,145571200.00,9166525.00,40360900.00,21586954.00,38956928.00,2404264.25,17830158.00,5564940.50,28969498.00,35090044.00,46786764.00,46413388.00,45125604.00,14707437.00,281057056.00,136014608.00,267412144.00,89807368.00,30199110.00,84274152.00,35660112.00,63093652.00,56772656.00,47753124.00,86657608.00,245778320.00
g,287,287,56,286.189362,12.618,0.846659,[M-H]-,,Leu-Arg,Leu-Arg,C12H25N5O3,0.554,3.092402,286.189362,2136493.00,380099.16,2356875.25,3138316.25,705927.19,311963.72,152428.66,275233.38,947019.81,110633.70,145717.92,610999.31,1111286.50,381226.59,133524.75,1469903.38,633579.94,0.00,39405.18,770052.69,65831.52,63188.51,48146.76,126619.38,194074.58,2965070.75,809017.50,878788.69,71054.83,231820.11,61920.22,220447.38,630614.94,1187502.12,737574.94,52038.28,96384.23,12418.76,53784.70,1521823.00,699431.81,195467.95,349804.41,2817760.25,392546.09,0.00,91885.71,244245.14,63703.27,0.00,0.00,3568.67,1629.39,631673.44,62962.75,84754.52,212675.73,2357307.00,2177630.00,1292583.12,256737.27,807242.06,491076.25,568016.69,125519.88,110747.16
g,310,310,63,281.248962,2.869,0.839232,[M-H]-,,C18:1,C18:1,C18H34O2,0.424,1.302090,281.248962,3739643136.00,7348282880.00,60181116.00,64528620.00,2288208640.00,717443776.00,64960132.00,36291848.00,77534456.00,26112654.00,32460182.00,1188258176.00,2531777792.00,267598720.00,202376336.00,171913728.00,711439424.00,7717847.50,51097684.00,136010272.00,172239024.00,68326816.00,233701120.00,54132292.00,153243584.00,115860216.00,464417664.00,24710734.00,426495072.00,25107952.00,203353296.00,136332752.00,110404448.00,99910536.00,126828800.00,2902198.75,126851328.00,11417151.00,21868736.00,171780496.00,154897792.00,48027284.00,62213396.00,482076672.00,263495232.00,24222086.00,19686824.00,3600277.00,209683328.00,8127930.50,8866049.00,8606975.00,9199357.00,40905600.00,1453564800.00,753577216.00,2006241664.00,1817862656.00,441236064.00,228181248.00,451079776.00,2251045632.00,708210368.00,381543424.00,6028562432.00,598327552.00
g,312,312,18,277.217743,3.011,0.826681,[M-H]-,,C18:3,C18:3,C18H30O2,0.532,1.541196,277.217743,318836864.00,199455600.00,2390924.00,6008924.00,97945288.00,21380496.00,3159956.25,1908310.62,10579232.00,737245.50,2198392.25,23639270.00,116991144.00,10535325.00,3439653.75,6716746.50,5000970.00,330745.28,7180696.00,14938919.00,2677255.25,2170849.75,7412207.50,2733736.00,2461442.75,2999370.75,17447822.00,556595.44,1575325.50,138152.70,8965553.00,4274653.50,1352394.62,26275350.00,2995198.00,35467.04,3092234.00,625269.19,491245.22,1927971.50,621599.25,1399205.62,490337.03,9517903.00,5607808.50,613031.19,211264.17,47947.14,1494011.88,32265.09,15316.30,45687.37,27994.48,164853.67,5776173.50,2681189.25,36310688.00,17780608.00,3437093.25,769341.19,18739658.00,28973816.00,48279456.00,26815768.00,244274448.00,1546851.62
g,314,314,61,279.099487,10.349,0.855639,[M-H]-,,L-Aspartyl-L-phenylalanine,L-Aspartyl-L-phenylalanine,C13H16N2O5,0.371,3.061614,279.099487,1807380.88,1073866.50,1608390.62,2065642.00,779438.50,353916.34,126026.70,86626.71,398227.59,30112.07,47882.75,919134.44,1549479.62,369079.03,199827.81,4049692.75,849134.69,1937.25,54351.12,1501831.88,108168.19,15059.69,17153.86,199698.98,486960.66,993036.81,456624.59,624267.50,58264.33,530795.19,130320.75,1213070.38,1030710.69,545303.56,361033.53,17750.21,51034.55,11400.62,219520.52,2679477.75,833354.25,74049.13,143837.95,1694517.88,226162.70,11020.09,61309.66,191519.95,98524.41,0.00,0.00,0.00,1740.84,1171575.75,209024.86,190521.52,220829.33,1221742.38,1536490.38,821310.19,170527.81,1265854.00,2087189.12,623053.38,296793.75,184531.67
g,316,316,60,279.233459,2.939,0.837672,[M-H]-,,C18:2 ,C18:2 ,C18H32O2,0.475,1.857943,279.233459,3840401408.00,2286878976.00,30866656.00,22700928.00,1091917952.00,296753504.00,42030912.00,9719658.00,54664608.00,8887591.00,6792617.50,552836544.00,1031106560.00,147544112.00,57495348.00,82408672.00,165293472.00,4561922.50,39911500.00,86917112.00,43449264.00,19734304.00,95290392.00,19189768.00,57115316.00,64535812.00,272400128.00,6006917.50,58116844.00,4585355.50,120901864.00,91435944.00,29611696.00,134605456.00,39620644.00,405963.41,41632036.00,6484221.50,8455673.00,26662406.00,16724836.00,19401434.00,13925968.00,178304368.00,95594872.00,6949220.50,3731440.00,586226.38,38117652.00,1484030.62,1597794.62,1638120.62,1533003.00,4498518.50,223357232.00,122414264.00,2192239872.00,339474944.00,79239192.00,35140148.00,223536816.00,666927616.00,368349408.00,286775648.00,4996998656.00,89733504.00
g,325,325,56,239.202087,3.138,0.847876,[M-H]-,,C15:1,C15:1,C15H28O2,0.631,1.786134,239.202087,7007134.50,9751325.00,141496.36,218792.38,3573834.75,723816.50,873017.50,701429.56,1042195.69,541324.06,220777.98,974106.44,4284519.00,959893.69,1033884.75,1009066.06,174406.95,6180.41,122104.71,1641264.62,354407.38,243783.67,53168.21,1011733.00,275254.09,1303656.88,298000.97,428621.09,80120.99,4484775.00,167322.64,445896.22,225045.88,1664620.12,929261.75,191470.56,284772.59,838595.06,24271.91,262284.28,161670.58,893717.25,232791.75,3570016.25,205835.62,69142.94,212799.55,242235.30,145179.73,54909.78,25565.09,32755.38,6238.23,8781474.00,6926911.50,2776344.25,8697560.00,4509484.50,478849.66,270188.34,10351747.00,4489799.00,7665652.00,4313850.50,15741025.00,394164.00
g,331,331,58,241.083694,5.300,0.852832,[M-H]-,,thymidine,thymidine,C10H14N2O5,0.030,2.911463,241.083694,39310692.00,16964336.00,4168520.00,896946.44,5114276.50,1588647.88,162684.19,74908.97,115030.47,50515.20,14505.44,25681056.00,37998280.00,927880.31,265301.84,4653388.50,1791780.38,2144.84,112392.34,3177071.25,357269.12,17534.53,103304.87,135043.72,2660508.25,1034571.75,1000607.81,395024.50,402076.59,247935.05,535726.19,645431.56,142872.31,170597.19,110017.57,15181.42,10198.12,11150.29,85221.58,262249.41,210624.20,64942.58,41136.37,2033021.00,563560.31,0.00,21813.27,173339.33,180612.70,1179.03,1083.36,1053.87,2297.12,982988.44,378889.41,401828.03,5927829.50,9118961.00,3014521.25,608569.31,818919.75,28080150.00,24429736.00,3885639.00,3719464.75,1274099.88
g,332,332,38,256.156219,7.114,0.852399,[M-H]-,,2-Hexenoylcarnitine,2-Hexenoylcarnitine,C13H23NO4,0.534,3.097561,256.156219,6662.07,596171.69,193644.92,54797.46,61286.56,584717.81,32631.07,268684.00,55169.91,31712.83,20118.80,124244.27,15605.31,99382.66,94297.46,630802.94,465922.72,22888.72,14870.25,56145.31,72853.02,11690.39,28116.11,13307.71,115322.62,13534.58,28907.06,250983.33,85428.85,48115.66,207535.42,9364.15,22191.62,303057.97,67507.46,20280.79,8953.17,11924.11,14147.49,11913.18,265319.78,2897.04,7141.08,34279.91,23633.77,16821.62,10549.35,79867.52,21370.30,8812.92,6913.56,8944.67,8665.35,63727.57,34748.09,11820.32,110024.44,34195.16,16762.87,175950.27,209367.55,1340907.62,79574.13,141478.69,277373.28,39273.16
g,334,334,29,241.217804,3.109,0.739806,[M-H]-,,C15:0,C15:0,C15H30O2,0.589,2.087496,241.217804,206044208.00,212416752.00,7414845.50,45606700.00,89022752.00,29508306.00,20786958.00,56931292.00,27987202.00,27542976.00,13275069.00,101960128.00,238227920.00,38253872.00,18495714.00,58416684.00,25448720.00,477665.97,3998876.75,212870512.00,12663577.00,7136646.00,5177478.50,28592282.00,24629634.00,21929388.00,14355340.00,29100272.00,14318733.00,58625568.00,7810333.50,61885156.00,22819098.00,18118654.00,22289502.00,37357172.00,6426013.50,9127344.00,3390950.25,9211201.00,15240872.00,26202002.00,10534581.00,52029412.00,12539583.00,423599.28,18959926.00,30217344.00,10739029.00,650922.69,615277.81,781685.06,481829.41,70020576.00,40681132.00,14478739.00,339233376.00,231688464.00,24680438.00,13851709.00,54679996.00,61128004.00,110909816.00,53094272.00,393661792.00,48317236.00
g,335,335,59,242.078903,9.224,0.852580,[M-H]-,,cytidine,cytidine,C9H13N3O5,0.032,2.710396,242.078903,68079.49,725658.31,69430.23,93605.45,137397.92,385775.00,27129.87,32940.98,70084.12,24176.16,19083.61,364072.41,727098.56,164627.09,66512.22,599742.19,18305.95,5060.11,64835.41,499081.91,230398.50,7481.28,52596.89,38697.70,980239.75,214422.86,342990.22,600680.31,103431.56,203371.42,193557.08,1441078.88,146990.23,234059.92,94707.93,3126.67,23454.91,5881.70,61370.84,38820.91,88341.01,57733.33,71758.60,1407032.88,148904.30,0.00,15828.38,232798.61,28125.88,0.00,0.00,1018.30,0.00,19300.20,93543.07,118557.90,372337.50,711515.75,311460.16,101830.55,186991.12,2775225.00,248870.45,427406.25,234142.86,118401.24
g,345,345,62,243.062576,7.474,0.851424,[M-H]-,,uridine,uridine,C9H12N2O6,0.136,1.318323,243.062576,13498677.00,16264159.00,7795338.00,8577180.00,21753350.00,15593997.00,2630747.25,666970.94,3578830.00,318878.50,126323.46,29716934.00,24732042.00,9488569.00,2000175.62,21018630.00,3196185.75,134043.69,1662350.62,14277540.00,2503086.75,103120.95,973876.50,2785336.25,13525489.00,5205516.50,5146072.50,4747636.50,3127599.25,6407148.00,6856316.00,10224736.00,3479597.25,2708151.00,3040374.25,106589.65,341853.00,178359.88,1219338.12,3707022.75,2386440.00,1103543.50,928776.19,15370916.00,1590183.00,23762.43,383700.84,4738289.00,926394.19,1304.17,1163.22,0.00,868.64,2901880.25,2011503.12,2959682.00,5986056.00,18575444.00,11979393.00,3942082.75,9671306.00,61958080.00,15461733.00,12835832.00,5438853.00,4917433.50
g,352,352,48,233.078278,12.920,0.855433,[M-H]-,,Glu-Ser,Glu-Ser,C8H14N2O6,0.635,1.571195,233.078278,9655292.00,6273868.00,1779319.38,1524041.50,8059698.50,984124.50,511207.66,70561.80,154338.25,33850.48,27025.85,4736306.50,11075025.00,1084097.38,612525.50,6785478.50,3356140.75,4570.89,90885.16,1170865.75,451822.50,15233.95,8633.25,329576.03,1499150.12,1083513.00,686593.75,261392.62,228677.98,551084.81,594483.81,1814218.12,1483519.38,284534.47,327011.59,17075.01,40482.89,45504.68,532733.19,2295263.75,1404519.38,192044.06,118054.62,4653487.00,405392.75,8480.77,39586.28,433280.88,240255.38,0.00,0.00,0.00,7031.48,3996696.25,186810.73,258701.58,1575036.50,2713886.00,1931660.12,865382.81,655828.81,3653946.75,12725320.00,1271108.62,2909675.25,343590.16
g,372,372,52,251.078812,7.745,0.854503,[M-H]-,,deoxyinosine,deoxyinosine,C10H12N4O4,0.109,0.911594,251.078812,21642694.00,8379158.50,1198470.88,93692.80,123605.88,100669.69,139774.81,74264.02,35088.54,26747.32,8536.70,18138034.00,27276198.00,154810.16,65695.97,2915806.00,119366.02,2616.67,49548.59,1768599.00,71334.96,10344.14,7963.19,91000.49,652369.25,315570.41,852405.44,117504.31,80243.57,143176.12,86656.22,259842.92,46998.83,7117.03,64498.30,3093.44,4809.65,2065.02,26803.43,12047.83,36239.83,15892.91,9506.56,303222.47,80229.76,1324.09,11198.48,170020.86,48993.18,0.00,0.00,0.00,0.00,375877.38,24605.63,15542.07,242948.67,1122258.25,1227872.75,48398.01,45949.70,8046181.50,1781656.38,877270.50,6600439.50,918253.75
g,377,377,33,251.201904,3.071,0.844664,[M-H]-,,C16:2,C16:2,C16H28O2,0.564,0.971891,251.201904,1272341.12,2064233.62,4295.50,16342.91,1190277.88,1184161.25,95318.35,17081.80,117442.44,32906.00,1223.47,577802.88,1589080.00,67371.96,78584.70,30091.39,18172.63,888.29,65571.01,161806.27,12432.31,159612.83,18946.62,25024.03,9019.09,406055.34,106014.85,45914.67,32155.32,31647.52,158592.66,38422.75,53613.25,107442.19,49882.12,1966.50,89216.18,19072.01,1914.45,52075.69,12283.46,31958.94,19600.67,179420.44,23791.48,10346.66,136793.39,9504.59,36911.93,3439.59,1233.10,6314.35,1552.17,82937.51,497083.59,152597.61,3035087.25,23298.54,33749.25,16862.50,93910.46,1873881.38,468488.53,252048.86,3021122.75,52640.74
g,386,386,21,253.218018,3.050,0.767170,[M-H]-,,C16:1,C16:1,C16H30O2,0.564,2.832204,253.218018,59320748.00,126251048.00,1919145.12,2642971.75,53258684.00,8384543.50,3275461.25,2362173.00,5603393.50,1516380.00,1497850.50,13100651.00,65736100.00,9229553.00,5092424.50,6574500.50,1589603.00,210717.42,1492749.62,9122780.00,2386784.75,594341.69,1607471.50,2394109.00,3896396.75,4819313.50,6967338.00,3570358.25,1786019.38,2374337.00,5924364.00,3465612.75,981905.00,3427187.75,1716347.12,612709.88,2357052.50,538180.19,286754.97,2155093.75,1440506.50,1638206.00,1110428.62,7390044.50,3113121.75,3371053.25,1120270.62,723106.75,1630590.88,430936.38,441750.03,319692.75,106642.27,4916392.50,27336328.00,11197655.00,74551376.00,33619244.00,3643149.25,1571779.88,10865668.00,45202592.00,18816066.00,14020748.00,118448184.00,9793425.00
